state	chamber	forecastyear	forecastmonth	forecastday	source	electionyear	jacobsonforecast	jacobsonforecastnumeric	note
"Alabama"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"NO ELECTIONS"	""	""
"Alabama"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"NO ELECTIONS"	""	""
"Alaska"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely R"	"2"	""
"Alaska"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Arizona"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely R"	"2"	""
"Arizona"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely R"	"2"	""
"Arkansas"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"Arkansas"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"California"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"California"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"Colorado"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Lean R"	"3"	""
"Colorado"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely R"	"2"	""
"Connecticut"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"Connecticut"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"Delaware"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"Delaware"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Florida"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Florida"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Georgia"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Lean R"	"3"	""
"Georgia"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Lean D"	"5"	""
"Hawaii"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"Hawaii"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"Idaho"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Idaho"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Illinois"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"Illinois"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"Indiana"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Indiana"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Toss-up"	"4"	""
"Iowa"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Lean R"	"3"	""
"Iowa"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Lean R"	"3"	""
"Kansas"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Kansas"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Kentucky"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely R"	"2"	""
"Kentucky"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely D"	"6"	""
"Louisiana"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"NO ELECTIONS"	""	""
"Louisiana"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"NO ELECTIONS"	""	""
"Maine"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Toss-up"	"4"	""
"Maine"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely D"	"6"	""
"Maryland"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"NO ELECTIONS"	""	""
"Maryland"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"NO ELECTIONS"	""	""
"Massachusetts"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"Massachusetts"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"Michigan"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"NO ELECTIONS"	""	""
"Michigan"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely R"	"2"	""
"Minnesota"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"NO ELECTIONS"	""	""
"Minnesota"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Mississippi"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"NO ELECTIONS"	""	""
"Mississippi"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"NO ELECTIONS"	""	""
"Missouri"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely R"	"2"	""
"Missouri"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely R"	"2"	""
"Montana"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Lean R"	"3"	""
"Montana"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Lean R"	"3"	""
"Nebraska"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Non-partisan"	""	""
"Nebraska"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Unicameral legislature"	""	""
"Nevada"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely R"	"2"	""
"Nevada"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Lean D"	"5"	""
"New Hampshire"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"New Hampshire"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"New Jersey"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"NO ELECTIONS"	""	""
"New Jersey"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"NO ELECTIONS"	""	""
"New Mexico"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely D"	"6"	""
"New Mexico"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"New York"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"New York"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"North Carolina"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Lean D"	"5"	""
"North Carolina"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Toss-up"	"4"	""
"North Dakota"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"North Dakota"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Ohio"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Ohio"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Oklahoma"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Lean D"	"5"	""
"Oklahoma"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Toss-up"	"4"	""
"Oregon"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Lean D"	"5"	""
"Oregon"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely R"	"2"	""
"Pennsylvania"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely R"	"2"	""
"Pennsylvania"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely R"	"2"	""
"Rhode Island"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"Rhode Island"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"South Carolina"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"South Carolina"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"South Dakota"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"South Dakota"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Tennessee"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Lean D"	"5"	""
"Tennessee"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Lean D"	"5"	""
"Texas"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Texas"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Utah"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Utah"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Vermont"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"Vermont"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Toss-up"	"4"	""
"Virginia"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"NO ELECTIONS"	""	""
"Virginia"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"NO ELECTIONS"	""	""
"Washington"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Toss-up"	"4"	""
"Washington"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Toss-up"	"4"	""
"West Virginia"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"West Virginia"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe D"	"7"	""
"Wisconsin"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely R"	"2"	""
"Wisconsin"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Likely R"	"2"	""
"Wyoming"	"senate"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Wyoming"	"house"	2004.0	10.0	1.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2004.0	"Safe R"	"1"	""
"Alabama"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Likely D"	"6"	""
"Alabama"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Likely D"	"6"	""
"Alaska"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"Alaska"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"Arizona"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"Arizona"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"Arkansas"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"Arkansas"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"California"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"California"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"Colorado"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Toss-up"	"4"	""
"Colorado"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Toss-up"	"4"	""
"Connecticut"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"Connecticut"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"Delaware"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"Delaware"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Likely R"	"2"	""
"Florida"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"Florida"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"Georgia"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"Georgia"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"Hawaii"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"Hawaii"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"Idaho"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"Idaho"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"Illinois"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"Illinois"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"Indiana"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"Indiana"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Toss-up"	"4"	""
"Iowa"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Toss-up"	"4"	""
"Iowa"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Toss-up"	"4"	""
"Kansas"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"NO ELECTIONS"	""	""
"Kansas"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"Kentucky"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Likely R"	"2"	""
"Kentucky"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Likely D"	"6"	""
"Louisiana"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"NO ELECTIONS"	""	""
"Louisiana"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"NO ELECTIONS"	""	""
"Maine"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Toss-up"	"4"	""
"Maine"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Toss-up"	"4"	""
"Maryland"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"Maryland"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"Massachusetts"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"Massachusetts"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"Michigan"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Likely R"	"2"	""
"Michigan"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Likely R"	"2"	""
"Minnesota"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"Minnesota"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Toss-up"	"4"	""
"Mississippi"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"NO ELECTIONS"	""	""
"Mississippi"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"NO ELECTIONS"	""	""
"Missouri"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Likely R"	"2"	""
"Missouri"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Likely R"	"2"	""
"Montana"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Lean D"	"5"	""
"Montana"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Toss-up"	"4"	""
"Nebraska"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Non-partisan"	""	""
"Nebraska"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Unicameral legislature"	""	""
"Nevada"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Lean R"	"3"	""
"Nevada"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"New Hampshire"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Likely R"	"2"	""
"New Hampshire"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"New Jersey"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"NO ELECTIONS"	""	""
"New Jersey"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"NO ELECTIONS"	""	""
"New Mexico"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"NO ELECTIONS"	""	""
"New Mexico"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"New York"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Likely R"	"2"	""
"New York"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"North Carolina"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Likely D"	"6"	""
"North Carolina"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Toss-up"	"4"	""
"North Dakota"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"North Dakota"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"Ohio"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"Ohio"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Likely R"	"2"	""
"Oklahoma"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Toss-up"	"4"	""
"Oklahoma"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"Oregon"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Likely D"	"6"	""
"Oregon"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Lean R"	"3"	""
"Pennsylvania"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Likely R"	"2"	""
"Pennsylvania"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Lean R"	"3"	""
"Rhode Island"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"Rhode Island"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe D"	"7"	""
"South Carolina"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"NO ELECTIONS"	""	""
"South Carolina"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"South Dakota"	"senate"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
"South Dakota"	"house"	2006.0	7.0	7.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2006.0	"Safe R"	"1"	""
