CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
H0AZ03321,"PARKER, VERNON",C,2,REP,0,0,0,0,4619.9,4619.9,0,0,0,0,0,15813.62,0,AZ,09,,,,,,0,0,09/30/2022,0,0
H0AZ09021,"TUTORA, NICHOLAS",C,2,REP,0,0,171.26,0,171.26,0,0,0,0,0,0,0,0,AZ,09,,,,,,0,0,09/30/2022,0,0
H2AZ04218,"MORGAN, ADAM",C,2,REP,69649.12,0,84349.52,0,21016,0,50000,0,0,0,0,0,19649.12,AZ,09,,,,,,0,0,09/30/2022,25893.95,0
H2AZ06155,"GRANTHAM, TRAVIS W.",O,2,REP,0,0,315,0,-6631.01,-6946.01,0,0,0,0,0,304411.5,0,AZ,09,,,,,,0,0,09/30/2022,0,0
H2AZ09142,"STOVALL, ALEX",C,2,REP,149686.13,0,149501.96,0,0,184.17,0,7500,0,0,0,46670.03,137340.3,AZ,09,,,,,,0,0,09/30/2022,769,0
H2AZ09167,"LOPEZ, JESUS RENE JR.",C,2,REP,158180.75,0,136541.9,0,0,7776.18,0,6190,2191.37,0,0,9381.37,147321.2,AZ,09,,,,,,0,0,07/20/2022,0,0
H2AZ09209,"KUTZ, RANDY",C,2,REP,78885.21,0,78885.21,0,0,0,0,35333.21,0,0,0,44833.21,43552,AZ,09,,,,,,0,0,09/30/2022,500,0
H2AZ09225,"DOWLING, SANDRA E DR",C,2,REP,71959.16,0,71959.16,0,0,0,0,13215.16,0,10062.78,0,3152.38,58744,AZ,09,,,,,,0,0,09/30/2022,2900,0
H6AZ09010,"GILES, DAVID VICTOR",C,2,REP,83541.24,0,84009.04,0,545.75,77.95,0,72349.6,0,0,0,557972.35,11191.64,AZ,09,,,,,,0,0,09/30/2022,0,0
H0CA06170,"BISH, CHRISTINE",C,2,REP,83195.6,0,84045.48,0,964.83,114.95,0,13034.91,0,7200,0,38301.55,66762.02,CA,00,,,,,,0,0,10/19/2022,0,0
H2CA01219,"LYDON, ROBERT K",C,1,DEM,10000,0,4129.88,0,0,5870.12,0,0,0,0,0,0,10000,CA,01,,,,,,0,0,09/30/2021,0,0
H2CA01227,"STEINER, MAX",C,1,DEM,587847.14,0,480530.75,0,0,107316.39,0,0,0,0,0,0,578495.79,CA,01,,,,,,3000,5991.79,09/30/2022,2203,0
H2CA01235,"ZINK, DAVID LEON MR.",C,1,DEM,16454,0,16454,0,0,0,0,0,0,0,0,0,16454,CA,01,,,,,,0,0,03/31/2022,0,0
H8CA01257,"DENNEY, AUDREY L",C,1,DEM,27.48,0,4628.82,0,4601.34,0,0,0,0,0,0,0,0,CA,01,,,,,,0,0,02/18/2021,157.66,0
H2CA02142,"LAMALFA, DOUG",I,2,REP,792921.19,156458.15,376445.26,0,91141.78,507617.71,0,0,0,0,0,430.13,379456.56,CA,01,,,,,,233335,875,09/30/2022,1120,2495
H2CA01268,"YEE, ROSE PENELOPE LAGOC",C,3,NPA,18546.8,0,16041.46,0,0,2505.34,0,16546.8,0,4390,0,0,2000,CA,01,,,,,,0,0,03/31/2022,0,0
H2CA02225,"HAMPSON, BETH",C,1,DEM,15245.34,0,13320.68,0,0,5180.4,5260,0,0,0,0,0,9985,CA,02,,,,,,0,0,09/05/2022,0,0
H2CA06259,"HUFFMAN, JARED",I,1,DEM,836087.73,0,679482,0,922441.85,1079047.58,0,0,0,0,0,0,458363.87,CA,02,,,,,,370615,0,09/30/2022,1440,3400
H2CA02209,"BROWER, DOUGLAS REV",C,2,REP,10507,0,6558.97,0,0,3948.03,0,5000,0,0,0,7626.08,5257,CA,02,,,,,,250,0,09/30/2022,0,0
H2CA02241,"COULOMBE, CHRIS MR",C,2,REP,45620,0,44858.93,0,0,761.07,0,5200,0,0,0,9807.19,40420,CA,02,,,,,,0,0,09/30/2022,2900,0
H2CA02258,"RAMIREZ, ARCHIMEDES M.D.",C,2,REP,23440,0,18205,0,0,5188,5243,7137,0,0,0,0,11060,CA,02,,,,,,0,0,06/09/2022,0,0
H4CA02098,"MENSING, DALE KENNETH",C,2,REP,0,0,5084.77,0,5391.45,306.68,0,0,0,0,0,0,0,CA,02,,,,,,0,0,09/30/2022,0,0
H2CA04122,"JONES, KERMIT",C,1,DEM,2771157.82,21059.33,2546185.88,0,0,224971.94,3917,18696,0,18696,0,0,2441932.61,CA,03,,,,,,273413.04,5453.19,09/30/2022,8100.74,5300
H0CA03144,"FEUCHT, J.C. SEAN",C,2,REP,721.84,0,10844.69,0,10122.85,0,0,0,0,0,0,0,0,CA,03,,,,,,0,0,10/01/2021,15203.25,0
H2CA03116,"PALETTA, JASON",C,2,REP,26405.45,0,26405.45,0,0,0,0,0,0,0,0,0,26405.45,CA,03,,,,,,0,0,12/31/2021,0,0
H2CA03140,"JONES, SCOTT R",C,2,REP,567898.41,0,567898.41,0,0,0,0,20000,0,20000,0,0,524998.41,CA,03,,,,,,22900,0,09/29/2022,24150,4600
H2CA03157,"KILEY, KEVIN",C,2,REP,2745065.19,20843.16,2143035.24,9958.31,0,602029.95,0,0,0,0,0,25889.76,2582179.93,CA,03,,,,,,136503.12,5125,09/30/2022,16002,0
H4CA03096,"LOGUE, DANIEL",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,8645.6,0,CA,03,,,,,,0,0,09/30/2021,0,0
H2CA04155,"ENGDAHL, ANDREW DAVID",C,1,DEM,12065.6,0,9958.53,0,107.78,2214.85,5828.6,0,0,0,0,0,5713.7,CA,04,,,,,,0,0,09/30/2022,0,0
H8CA01109,"THOMPSON, MIKE MR.",I,1,DEM,2025344.35,0,1924061.4,0,1746171.58,1847454.53,0,0,0,0,0,20794.69,876528.33,CA,04,,,,,,1138708.45,0,09/30/2022,13400.14,8850
H8CA04210,"MORSE, JESSICA",C,1,DEM,0,0,31055.55,0,236235.13,205179.58,0,0,0,0,0,0,0,CA,04,,,,,,0,0,09/30/2022,0,0
H2CA04130,"NEWMAN, SETH",C,2,REP,315,0,303,0,0,0,0,0,0,0,0,0,315,CA,04,,,,,,0,0,10/01/2022,0,0
H2CA04148,"BROCK, MATTHEW",C,2,REP,9765,0,9158.55,0,0,606.45,0,5250,0,0,0,5250,4477,CA,04,,,,,,0,0,10/19/2022,0,0
H2CA16126,"SHELDON-LONDON, MONIKA LOUISE MS.",C,2,REP,5729.94,0,5658.3,0,0,-4037.32,0,4200,0,0,0,4200,1529.94,CA,04,,,,,,0,0,12/31/2021,0,0
H2CA00096,"BARKLEY, MICHAEL JAMES MR.",C,1,DEM,197683.98,0,176698.47,0,452.79,21438.3,0,168939.47,11.03,0,0,222880.4,21463.67,CA,05,,,,,,0,0,09/30/2022,0,0
H2CA05111,"MAIN, DAVID NATHAN",C,2,REP,11562,0,8442,0,0,3120,11362,0,0,0,0,0,200,CA,05,,,,,,0,0,09/30/2022,0,0
H2CA10194,"DALY, JOLENE",C,2,REP,4840.31,0,4840.31,0,0,0,90.31,1000,0,0,0,0,3750,CA,05,,,,,,0,0,03/31/2022,0,0
H2CA22181,"MAGSIG, NATHAN",C,2,REP,442697.54,0,428764.28,0,0,13933.26,2900,0,0,0,0,0,426082.73,CA,05,,,,,,13000,0,09/30/2022,23775,1000
H8CA04152,"MCCLINTOCK, THOMAS",I,2,REP,1512905.13,173686.92,1493945.52,0,171000.96,189780.56,0,0,0,0,0,0,1077942.44,CA,05,,,,,,255685.02,0,09/30/2022,300,0
H0CA03078,"BERA, AMERISH",I,1,DEM,1406839.32,0,1194603.04,0,2029018.19,2241254.47,0,0,0,50000,0,172800,663963.41,CA,06,,,,,,740714.99,48.7,09/30/2022,870,0
H6CA06219,"JEFFERSON, DELMA",C,1,DEM,115258.38,0,64287.17,0,0,50971.21,0,73135,0,0,0,115003.94,40163.38,CA,06,,,,,,0,1960,09/30/2022,0,0
H0CA03128,"HAMILTON, TAMIKA",C,2,REP,897681.96,0,856308.33,100,12515.41,53889.04,0,0,0,100,0,0,871809.75,CA,06,,,,,,22521,0,09/30/2022,1533.34,0
H0CA05016,"MCQUAID, JOHN DENNIS",C,2,REP,946264.8,0,894345.16,0,0,51919.64,0,0,0,0,0,15477.67,912721.96,CA,06,,,,,,0,0,09/30/2022,1797,0
H2CA06325,"LANGFORD, DAVID KEITH MR. JR.",C,2,REP,1981.68,0,427.37,0,0,802.56,0,0,0,0,0,0,1981.68,CA,06,,,,,,0,0,06/30/2022,0,0
H2CA07133,"DANIELS, BRET",C,2,REP,15187,0,15187,0,0,0,1275,0,0,0,0,4093.39,5700,CA,06,,,,,,8212,0,09/30/2022,877.46,0
H2CA06333,"BLACK, KARLA",C,3,R,5250,0,2935.58,0,0,2314.42,0,0,0,0,0,402.14,5250,CA,06,,,,,,0,0,06/30/2022,0,0
H2CA06317,"FREMGEN, JAMES LUCAS",C,1,DEM,42398.95,0,42377.71,0,0,21.24,0,2500,0,2673.4,0,-173.4,39898.95,CA,07,,,,,,0,0,09/30/2022,0,0
H6CA05195,"MATSUI, DORIS",I,1,DEM,1286447.43,0,1152870.22,0,269411.46,402988.67,3795,0,0,0,0,0,569325.74,CA,07,,,,,,713304.67,0,09/30/2022,1617.5,0
H0CA07137,"PATTERSON, ROBERT BUZZ",C,2,REP,19165.3,0,19304.83,0,139.53,0,0,0,0,0,0,3134.51,19165.3,CA,07,,,,,,0,0,12/31/2021,75,0
H0CA07152,"IVY, JON",C,2,REP,0,0,19.5,0,19.5,0,0,0,0,0,0,0,0,CA,07,,,,,,0,0,06/12/2021,0,0
H0CA11352,"EMKEN, ELIZABETH",C,2,REP,0,0,0,0,365.71,365.71,0,0,0,0,0,32000,0,CA,07,,,,,,0,0,09/30/2022,0,0
H2CA07141,"SEMENENKO, MAX",C,2,REP,58284.37,0,44712.65,0,0,13571.72,22752.26,0,0,0,0,6086.58,28792.11,CA,07,,,,,,5000,0,09/30/2022,0,0
H4CA07055,"BIRMAN, IGOR A",C,2,REP,0,0,0,0,128.82,128.82,0,0,0,0,0,85084.75,0,CA,07,,,,,,0,0,09/30/2022,0,0
H8CA07056,"GRANT, ANDREW",C,2,REP,12,0,7945.34,0,7933.34,0,0,0,0,0,0,0,0,CA,07,,,,,,0,0,03/31/2022,0,0
H0CA08101,"BUBSER, CHRISTINE",O,1,DEM,13395.99,0,14783.63,0,1387.64,0,0,0,0,1731.14,0,0,0,CA,08,,,,,,0,0,04/27/2022,7.6,0
H0CA08226,"GOMEZ, BLANCA",C,1,DEM,1389,0,822.32,0,894.21,1460.89,0,0,0,0,0,0,1389,CA,08,,,,,,0,0,09/30/2022,0,0
H0CA10149,"GARAMENDI, JOHN",I,1,DEM,1013881.66,0,996958.5,0,1111122.28,1128045.44,0,0,0,0,0,0,420653.71,CA,08,,,,,,591800,0,09/30/2022,0,0
H2CA08222,"JOHNSON, DEMNLUS III",C,1,DEM,29887.49,0,29590.73,0,0,296.76,100,0,0,0,0,18339.26,23290.22,CA,08,,,,,,2500,0,09/30/2022,0,0
H2CA08230,"SUDDUTH, CHERYL",C,1,DEM,37949.76,0,35618.76,0,0,2331,0,6100,0,0,0,6100,27849.71,CA,08,,,,,,1000,0,09/30/2022,0,0
H2CA08248,"RUTSCH, EDWIN",C,1,DEM,9075,0,9075,0,0,0,0,1500,0,1500,0,0,7575,CA,08,,,,,,0,0,06/16/2022,0,0
H0CA08127,"STAAT, JEREMY",O,2,REP,18.82,0,125,0,201.35,95.17,0,0,0,0,0,4000,18.82,CA,08,,,,,,0,0,09/30/2022,0,0
H2CA00153,"RECILE, RUDY",C,2,REP,59288.94,0,57251.35,0,0,2037.59,0,35502.66,0,6800,0,28202.66,18144,CA,08,,,,,,5000,0,10/19/2022,0,0
H2CA08164,"COOK, PAUL",I,2,REP,0,0,3118.66,0,3118.66,0,0,0,0,0,0,0,0,CA,08,,,,,,0,0,04/15/2021,0,0
H2CA09121,"CHIMA, HARPREET SINGH",O,1,DEM,80930.61,0,80940.93,0,0,0,2085.06,0,0,0,0,55072.69,78845.55,CA,09,,,,,,0,0,09/30/2022,12199.66,0
H2CA10236,"FENG, KARENA",O,1,DEM,6386865.68,0,6381714.98,0,0,0,8000,802.09,0,0,0,0,65200,CA,09,,,,,,0,0,09/30/2022,0,0
H4CA11081,"MCNERNEY, JERRY",I,1,DEM,597678.57,0,696267.17,0,234173.42,135584.82,0,0,0,2954.15,0,0,389708.38,CA,09,,,,,,204900,0,09/30/2022,50402,3000
H8CA10126,"HARDER, JOSH",O,1,DEM,6323130.91,174770.7,5251739.26,250975,3469762.53,4541154.18,0,0,0,0,0,0,5392515.19,CA,09,,,,,,763513.72,8502.13,09/30/2022,75823.18,1000
H2CA09139,"PATTI, THOMAS",O,2,REP,1307835.96,229119.9,853729.91,95767.49,0,454106.05,0,0,0,0,0,23668.59,990251.21,CA,09,,,,,,73500,5000,09/30/2022,3557.08,0
H2CA09147,"MADISON, JONATHAN",O,2,REP,72663.2,0,72457.76,0,0,205.44,0,27050,0,23000,0,5925,37159,CA,09,,,,,,0,0,09/30/2022,0,0
H2CA09154,"SHOEMAKER, JAMES H",O,2,REP,27651.94,0,26841.26,0,0,810.68,0,9697.95,0,7700,0,1997.95,17953.99,CA,09,,,,,,0,0,09/30/2022,0,0
H0CA10073,"DESAULNIER, MARK",I,1,DEM,566468.28,0,442817.41,0,481388.01,605038.88,0,0,0,0,0,0,216069.14,CA,10,,,,,,350330.95,0,09/30/2022,0,0
H0CA19173,"DENHAM, JEFF",C,2,REP,1503.5,0,73485.5,0,251207.85,179222.35,0,0,0,0,0,0,0,CA,10,,,,,,0,0,09/30/2022,0,0
H2CA10228,"GILL, RANJIT",C,2,REP,213525,0,213525,0,0,0,0,200000,0,156196.02,0,0,13525,CA,10,,,,,,0,0,01/22/2022,13525,0
H8CA10209,"HOWZE, TED D II",C,2,REP,1663.42,0,15904.39,0,14240.97,0,0,0,0,7191.33,0,0,0,CA,10,,,,,,0,0,03/31/2021,0,0
H2CA10244,"KERR, MICHAEL ERNEST",C,3,GRE,6416.43,0,4690.9,0,1699.2,3424.73,210,3946.32,0,0,0,3946.32,2260.11,CA,10,,,,,,0,0,09/30/2022,0,0
H2CA12166,"PHILLIPS, JEFFREY ALAN",C,1,DEM,4979.03,0,4979.03,0,0,0,0,4643.35,0,87.19,0,4336.16,335.68,CA,11,,,,,,0,0,09/30/2022,0,0
H8CA05035,"PELOSI, NANCY",I,1,DEM,22656497.32,1719450,22254557.63,48700,6299373.34,6701313.03,0,0,0,0,0,0,19570343.74,CA,11,,,,,,1344300,0,09/30/2022,439510.22,0
H8CA12262,"BUTTAR, SHAHID",C,1,DEM,179767.01,0,200990.85,0,22416.65,1192.81,379.2,100,0,2000,0,22533.5,177416.14,CA,11,,,,,,0,0,09/30/2022,589.8,0
H0CA15262,"SHARMA, NISHA",O,2,REP,0,0,1229.94,0,3084.7,1854.76,0,0,0,0,0,0,0,CA,11,,,,,,0,0,10/19/2022,0,0
H2CA12174,"DENNIS, JOHN MR.",C,2,REP,946264.8,0,894345.16,0,0,51919.64,0,0,0,0,0,15477.67,912721.96,CA,11,,,,,,0,0,09/30/2022,1797,0
H0CA11378,"KERR, MICHAEL ERNEST",C,3,GRE,6416.43,0,4690.9,0,1699.2,3424.73,210,3946.32,0,0,0,3946.32,2260.11,CA,11,,,,,,0,0,09/30/2022,0,0
H2CA12190,"CURRY, ERIC",C,1,DEM,5177,0,5177,0,0,0,0,0,0,0,0,13784.66,4963,CA,12,,,,,,0,0,09/30/2022,0,0
H8CA09060,"LEE, BARBARA",I,1,DEM,1937083.27,0,1987884.92,0,210373.72,159572.07,0,0,0,0,0,0,1495922.79,CA,12,,,,,,433900,0,09/30/2022,47981.82,0
H0CA12137,"LORRAINE, DEANNA",C,2,REP,0,0,1503.04,0,1503.04,0,0,0,0,0,0,0,0,CA,12,,,,,,0,0,01/04/2021,0,0
H0CA22102,"ARBALLO, PHIL",C,1,DEM,1607843.72,0,1623605.95,0,29266.01,13503.78,0,0,0,0,0,13808.14,1539231.08,CA,13,,,,,,49000,0,09/30/2022,125959.46,12275
H2CA13115,"GRAY, ADAM C.",C,1,DEM,1749211.91,0,1218848.25,0,0,530363.66,0,0,0,0,0,45331.95,1326590.06,CA,13,,,,,,418300,2365,09/30/2022,20400,2100
H2CA13123,"MARTINEZ, DIEGO J",C,2,REP,3135,0,1804.3,0,0,1330.7,0,0,0,0,0,2268.58,2135,CA,13,,,,,,1000,0,10/19/2022,0,0
H2CA16134,"GIGLIO, DAVID ANTHONY",C,2,REP,737065.43,0,737065.43,0,0,0,150607.38,180790,7000,131202.01,0,0,388019.69,CA,13,,,,,,1000,0,08/23/2022,16615,0
H2CA13131,"DUARTE, JOHN",C,3,OTH,1974848.23,334585.07,1734446.55,128063.58,0,240401.68,240000,200000,0,200000,0,14708.88,1046036.32,CA,13,,,,,,142950,10000,09/30/2022,9545.36,0
H0CA14117,"GOODROW, CRISTOS JON",C,1,DEM,0,0,295.06,0,5678.83,5383.77,0,0,0,0,0,0,0,CA,14,,,,,,0,0,12/31/2021,0,0
H2CA14154,"WATTERS, ANDREW G.",O,1,DEM,10000,0,0,0,0,10000,0,10000,0,0,0,10000,0,CA,14,,,,,,0,0,12/31/2021,0,0
H2CA15094,"SWALWELL, ERIC MICHAEL",I,1,DEM,3556884.02,13000,3146426.4,0,502928.74,913386.36,0,0,0,0,0,0,2901066.93,CA,14,,,,,,508954.05,0,09/30/2022,32346.5,500
H8CA12171,"SPEIER, JACKIE",I,1,DEM,297722.64,0,359786.63,0,1779771.51,1717707.52,0,0,0,0,0,477.19,246406.02,CA,14,,,,,,44850,0,09/30/2022,22700,0
H2CA14196,"WONG, THOMAS",O,2,REP,18603.32,0,16562.76,0,0,2040.56,2409.6,9000,0,0,0,16638.09,6718.01,CA,14,,,,,,0,0,09/30/2022,0,0
H2CA14204,"IYER, STEVE",O,2,REP,8250.22,0,1964.46,0,0,6285.76,0,5000,0,0,0,59741.49,3250.22,CA,14,,,,,,0,0,10/19/2022,0,0
H2CA14220,"SINGH, MAJOR",O,3,NPA,15000,0,13708.23,0,0,1291.77,0,15000,0,0,0,17004.06,0,CA,14,,,,,,0,0,09/30/2022,0,0
H2CA14162,"MULLIN, KEVIN",O,1,DEM,1058007.04,0,928583.72,0,0,129423.32,40000,25000,0,25000,0,4625.34,804513.54,CA,15,,,,,,188128,3.57,09/30/2022,10155,0
H2CA14170,"CANEPA, DAVID",O,1,DEM,791862.14,0,698011.51,0,0,93850.63,0,0,0,0,0,0,743118.92,CA,15,,,,,,26500,0,09/30/2022,21030,0
H2CA14188,"BEACH, EMILY",O,1,DEM,580608.95,0,580608.95,0,0,0,201.5,0,0,0,0,0,561407.45,CA,15,,,,,,16600,0,06/30/2022,90830,0
H2CA14147,"MATTAMMAL, GUS",O,2,REP,38751.37,0,36337.71,0,0,2413.66,0,0,0,0,0,0,38751.37,CA,15,,,,,,0,0,09/30/2022,0,0
H2CA15110,"COTA, JACKIE S",C,2,REP,4165,0,1835.23,0,0,2329.77,0,1500,0,0,0,4000,2665,CA,15,,,,,,0,0,10/19/2022,0,0
H0CA15171,"SIMITIAN, S. JOSEPH",,1,DEM,44432.94,0,7974.45,0,447928.42,484386.91,0,0,0,0,0,0,42938,CA,16,,,,,,0,0,09/30/2022,0,0
H0CA16138,"SORIA, ESMERALDA",C,1,DEM,2000,0,5075.31,0,3075.31,0,0,0,0,0,0,5515.22,2000,CA,16,,,,,,0,0,05/25/2021,0,0
H0CA18068,"KUMAR, RISHI",C,1,DEM,440213.79,0,356201.98,0,122444.55,138651.19,0,0,0,0,0,140000,440028.88,CA,16,,,,,,0,0,09/30/2022,0,0
H2CA18130,"TANAKA, GREG",C,1,DEM,148222.46,0,147240.9,0,0,981.56,0,0,0,0,0,0,147222.46,CA,16,,,,,,1000,0,09/30/2022,15097.5,0
H2CA18148,"RADING, AJWANG",C,1,DEM,258274.88,0,229136.68,0,0,29138.2,1,0,0,0,0,0,257773.88,CA,16,,,,,,500,0,09/30/2022,0,0
H8CA12098,"ESHOO, ANNA G.",I,1,DEM,1859492.68,0,1738216.14,0,552798.79,674075.33,0,0,0,0,0,0,1093214.72,CA,16,,,,,,764440,0,09/30/2022,1540,0
H2CA16100,"TACHERRA, JOHNNY",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,58772.54,0,CA,16,,,,,,0,0,10/19/2022,0,0
H2CA16142,"BROWN, NATHAN K",C,2,REP,135995,0,135995,0,0,0,11500,90000,0,90000,0,0,34495,CA,16,,,,,,0,0,12/31/2021,14540,0
H2CA16159,"SOLOMON, BENJAMIN THOMAS MR",C,2,REP,6319.7,0,4841.87,0,180,1657.83,0,6020,0,0,0,8073.44,299.7,CA,16,,,,,,0,0,05/18/2022,0,0
H2CA16167,"FOX, RICHARD DR.",C,2,REP,15140,0,14658,0,0,482,11205,0,0,0,0,0,3935,CA,16,,,,,,0,0,09/30/2022,0,0
H2CA18155,"OHTAKI, PETER",C,2,REP,58334.65,0,58334.65,0,0,0,16070.65,20000,0,437.29,0,0,22264,CA,16,,,,,,0,0,09/30/2022,0,0
H0CA15148,"HONDA, MIKE",I,1,DEM,0,0,0,0,10910.26,10910.26,0,0,0,0,0,105815.19,0,CA,17,,,,,,0,0,09/30/2022,0,0
H4CA12055,"KHANNA, ROHIT",I,1,DEM,5665525.33,0,2523648.78,0,2261128.43,5403004.98,0,0,0,0,0,89348.3,5640305.86,CA,17,,,,,,0,0,09/30/2022,98469.41,0
H0CA17193,"TANDON, RITESH",C,2,REP,81600,0,73511.97,0,521.75,8609.78,0,0,0,0,0,32346.31,70600,CA,17,,,,,,10000,1000,09/30/2022,1,0
H2CA18171,"ACEVEDO-ARREGUIN, LUIS",C,1,DEM,22252.56,0,16334.18,0,0,5918.38,2500,17072,0,0,0,17072,2680.56,CA,18,,,,,,0,0,09/30/2022,0,0
H4CA16049,"LOFGREN, ZOE",I,1,DEM,1792272.66,165722.03,2215996.35,2000,1160537.44,736813.75,0,0,0,0,0,0,1083683.39,CA,18,,,,,,431717.2,0,09/30/2022,17666.66,8000
H2CA18163,"HERNANDEZ, PETER",C,2,REP,167989.09,0,149937.97,0,-33.2,18017.92,0,0,0,0,0,2731.68,161890.09,CA,18,,,,,,6099,0,09/30/2022,0,0
H6CA20152,"PANETTA, JIMMY",I,1,DEM,2290847.52,0,1350129.43,0,1175356.72,2116074.81,0,0,0,0,0,0,1044242.73,CA,19,,,,,,1243705.82,634.97,09/30/2022,1103,0
H0CA20122,"GORMAN, JEFF",C,2,REP,45086.42,0,43677.71,0,2686.88,4095.59,1000,1900,0,1900,0,9495,36636.42,CA,19,,,,,,5550,0,09/30/2022,366.58,0
H0CA39114,"CRUZ-LARA, IGNACIO ISRAEL",C,2,REP,0,0,0,0,-1219.78,-1219.78,0,0,0,0,0,2050,0,CA,19,,,,,,0,0,09/30/2022,0,0
H2CA20136,"EPPERSON, DALILA",C,2,REP,27867,0,27821.59,0,0,45.41,0,1025,0,0,0,1025,26842,CA,19,,,,,,0,0,10/19/2022,500,0
H8CA19051,"AGUILERA, JUSTIN",C,2,REP,0,0,1430.52,0,1440.52,10,0,0,0,0,0,0,0,CA,19,,,,,,0,0,06/30/2021,0,0
H2CA20144,"DEWELL, BEN",C,1,DEM,1797,0,1234.6,0,0,562.4,0,700,0,200,0,500,1097,CA,20,,,,,,0,0,09/30/2022,0,0
H2CA23155,"WOOD, MARISA",C,1,DEM,948939.03,0,789900.84,0,0,159038.19,0,0,0,0,0,0,945485.34,CA,20,,,,,,23.5,2500,09/30/2022,3244,0
H6CA22125,"MCCARTHY, KEVIN",I,2,REP,25601004.6,7108601.19,22895810.39,0,4802132.73,7507326.94,0,0,0,0,0,0,17874541.51,CA,20,,,,,,597860,0,09/30/2022,792175.58,7100
H2CA21175,"PARRA, NICOLE",C,1,DEM,136174.22,0,148757.59,13029.31,12583.37,0,625,0,0,0,0,0,126923,CA,21,,,,,,7999,0,02/08/2022,4000,0
H2CA21209,"LARA, ANGEL",C,1,DEM,59226.24,0,59226.24,0,0,0,0,0,0,0,0,0,54226.24,CA,21,,,,,,5000,0,03/16/2022,2603,0
H4CA20082,"COSTA, JIM",I,1,DEM,1730106.46,0,1183690.46,0,410170.62,956586.62,0,0,0,0,0,3435.26,811064.33,CA,21,,,,,,909811.62,0,09/30/2022,200,2000
H2CA21183,"MATHYS, CHRIS",C,2,REP,384661.64,0,384161.64,0,0,500,105,324000,0,301644.9,0,272355.1,56543.1,CA,21,,,,,,0,0,09/30/2022,1500,0
H2CA21217,"FLORES-GIBSON, MARTHA ELENA DR",C,2,REP,116,0,0,0,0,0,0,0,0,0,0,0,116,CA,21,,,,,,0,0,12/31/2021,0,0
H2CA21225,"MEDEIROS, ADAM THOMAS MR",C,2,REP,204214.08,0,203170.52,0,0,1043.56,18098.11,48000,0,16549.9,0,5000,138115.97,CA,21,,,,,,0,0,09/30/2022,0,0
H2CA22215,"MAHER, MICHAEL A",O,2,REP,228138,0,185679.29,0,0,42458.71,0,0,0,0,0,75421.41,223138,CA,21,,,,,,5000,0,09/30/2022,500,0
H2CA22249,"STOLL, MATTHEW",O,2,REP,358479.46,0,358479.46,0,0,0,23100,100000,0,100000,0,0,209229.46,CA,21,,,,,,26150,0,06/30/2022,11600,0
H0CA22110,"GARCIA, ERIC",C,1,DEM,213914.85,0,218966.61,0,0,-5051.76,0,0,0,0,0,15754,213914.85,CA,22,,,,,,0,0,09/30/2022,1751,0
H2CA21191,"OSORIO, BRYAN",C,1,DEM,162804.74,0,162377.89,0,0,426.85,0,0,0,0,0,0,162534.85,CA,22,,,,,,0,0,09/30/2022,12125,0
H2CA21233,"SALAS, RUDY",C,1,DEM,2196054.45,58502.95,1678206.17,0,0,517848.28,605.23,0,0,0,0,0,1703821.76,CA,22,,,,,,427997.85,5126.61,09/30/2022,8177.36,2000
H2CA22165,"HUBBARD, LOURIN",C,1,DEM,99620.99,0,82382.27,0,0,17238.72,0,10000,0,10000,0,0,89620.99,CA,22,,,,,,0,0,09/30/2022,0,0
H2CA20094,"VALADAO, DAVID",I,2,REP,3232539.05,384756.67,1951544.33,0,155829.62,1436824.34,0,0,0,0,0,0,1269230.14,CA,22,,,,,,1504195.38,5000,09/30/2022,14121.39,2500
H2CA22173,"BORGEAS, ANDREAS A",C,2,REP,43605,0,43605,0,0,0,0,0,0,0,0,0,43605,CA,22,,,,,,0,0,02/11/2022,13600,0
H2CA22199,"HENG, ELIZABETH",C,2,REP,204550.25,0,199304.36,0,0,5245.89,0,0,0,0,0,96415.88,191550.25,CA,22,,,,,,13000,0,09/30/2022,17700,2100
H2CA22231,"CONWAY, CONNIE",I,2,REP,179081.98,0,151822.56,0,0,27259.42,5800,0,0,0,0,0,145781.98,CA,22,,,,,,27500,0,09/30/2022,6114.4,0
H8CA20059,"NUNES, DEVIN G.",I,2,REP,3384393.96,1032171.36,3880182.49,200000,10907954.28,10412165.75,0,0,0,0,0,0,2441041.01,CA,22,,,,,,252525.07,0,09/30/2022,284724.92,14600
H0CA23167,"MANGONE, KIM",C,1,DEM,1168.42,0,6896.4,0,5727.98,0,0,0,0,0,0,21308.42,200,CA,23,,,,,,0,0,06/30/2022,0,0
